NOMBRE,TIPO1,TIPO2,DOMICILIO,MAPS,HORARIO,TELEFONO
HGZ 33 F…LIX U. G”MEZ,HOSPITAL,UNIDADES MEDICAS,"AVENIDA F…LIX URESTI G”MEZ Y AV. EZEQUIEL E. CH¡VEZ S/N  MONTERREY, COL. OBRERA, MONTERREY, C.P. 64010, NUEVO LE”N","https://maps.google.com/maps?q=25.6711,-100.298&z=15&iwloc=near&addr",N/D,N/D
HC 34 MONTERREY,HOSPITAL,UNIDADES MEDICAS,"AVENIDA ABRAHAM LINCOLN Y ENF. MARIA DE JES⁄S CANDIA S/N  MONTERREY, COL. VALLE VERDE 2DO SECTOR, MONTERREY, C.P. 64360, NUEVO LE”N","https://maps.google.com/maps?q=25.7287,-100.3706&z=15&iwloc=near&addr",N/D,N/D
UMF 26 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"AVENIDA ABRAHAM LINCOLN Y ENF. MARÕA DE JES⁄S CANDIA S/N  MONTERREY, COL. VALLE VERDE 1ER SECTOR, MONTERREY, C.P. 64360, NUEVO LE”N","https://maps.google.com/maps?q=25.729,-100.3695&z=15&iwloc=near&addr",N/D,N/D
UMF 69 LINCOLN,CLÕNICA,UNIDADES MEDICAS,"AVENIDA ABRAHAM LINCOLN Y ENF. MARÕA DE JES⁄S CANDIA S/N  MONTERREY, COL. VALLE VERDE 1ER SECTOR, MONTERREY, C.P. 64360, NUEVO LE”N","https://maps.google.com/maps?q=25.729,-100.3694&z=15&iwloc=near&addr",N/D,N/D
UNIDAD DE MEDICINA FAMILIAR (UMF) 32,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"ARTEAGA Y JIMENEZ S/N S/N GUADALUPE, COL. PARAISO, GUADALUPE, C.P. 67140, NUEVO LE”N","https://maps.google.com/maps?q=25.6753,-100.267&z=15&iwloc=near&addr",8:00 - 20:00,(818) 354 80 00
HOSPITAL GENERAL DE ZONA (HGZ) 33,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. F…LIX U. G”MEZ Y AV. EZEQUIEL E. CH¡VEZ S/N S/N MONTERREY, COL. CENTRO, MONTERREY, C.P. 64010, NUEVO LE”N","https://maps.google.com/maps?q=25.6711,-100.298&z=15&iwloc=near&addr",8:00 - 21:30 LUNES A VIERNES 7.30 - 22.00 JORNADA ACUMULADA Y DE 8.00 - 8.00 DOM A LUNES,(818) 150 31 32
UNIDAD DE MEDICINA FAMILIAR (UMF) 35,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AVE. SOLIDARIDAD Y MAGNOLIA S/N S/N MONTERREY, COL. FRACC. AZTLAN, MONTERREY, C.P. 64730, NUEVO LE”N","https://maps.google.com/maps?q=25.7325,-100.347&z=15&iwloc=near&addr",8:00 - 20:00,(818) 311 26 35
UNIDAD DE MEDICINA FAMILIAR (UMF) 39,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"ESTORNINO Y PROLONGACION RUIZ CORTINEZ S/N S/N MONTERREY, COL. VALLE VERDE 2DO SECTOR, MONTERREY, C.P. 64117, NUEVO LE”N","https://maps.google.com/maps?q=25.7406,-100.381&z=15&iwloc=near&addr",8:00 - 16:00,(818) 381 4822
UNIDAD DE MEDICINA FAMILIAR (UMF) 43,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"CELESTINO GASCA Y GUANAJUATO S/N S/N ESCOBEDO, COL. CELESTINO GASCA, ESCOBEDO, C.P. 66050, NUEVO LE”N","https://maps.google.com/maps?q=25.7744,-100.319&z=15&iwloc=near&addr",8:00 - 16:00,(818) 384 55 00
UNIDAD DE MEDICINA FAMILIAR (UMF) 58,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"BLVD. DÕAZ ORDAZ Y MARÕA CANT⁄† S/N S/N SAN PEDRO GARZA GARCÕA, COL. LA LEONA, SAN PEDRO GARZA GARCÕA, C.P. 66210, NUEVO LE”N","https://maps.google.com/maps?q=25.6749,-100.41&z=15&iwloc=near&addr",8:00 - 16:00,(818) 336 00 66
UNIDAD DE MEDICINA FAMILIAR (UMF) 64,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. MANUEL ORDO—EZ Y CALLE PEDRO GARFÕAS S/N S/N SANTA CATARINA, COL. FRACC. CUMBRES DE SANTA CATARINA, SANTA CATARINA, C.P. 66358, NUEVO LE”N","https://maps.google.com/maps?q=25.683,-100.486&z=15&iwloc=near&addr",8:00 - 16:00,(818) 308 53 44
UNIDAD DE MEDICINA DE ATENCI”N AMBULATORIA (UMAA) 65,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"DIEGO DIAZ DE BERLANGA 194 S/N SAN NICOLAS DE LOS GARZA, COL. BALCONES DE SANTO DOMINGO, SAN NICOLAS DE LOS GARZA, C.P. 66468, NUEVO LE”N","https://maps.google.com/maps?q=25.7418,-100.264&z=15&iwloc=near&addr",8:00 - 16:00,(818) 042 09 40
UNIDAD DE MEDICINA FAMILIAR (UMF) 66,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"RIO PIL”N 1000 S/N APODACA, COL. PUEBLO NUEVO, APODACA, C.P. 66646, NUEVO LE”N","https://maps.google.com/maps?q=25.7565,-100.16&z=15&iwloc=near&addr",8:00 - 20:00,(818) 156 03 51
HOSPITAL GENERAL DE ZONA (HGZ) 67,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"CARRETERA AL AEROPUERTO KM 2.5 S/N APODACA, COL. MODERNO APODACA, APODACA, C.P. , NUEVO LE”N","https://maps.google.com/maps?q=25.792,-100.139&z=15&iwloc=near&addr",8:00 - 21:30,(811) 156 09 17
UNIDAD DE MEDICINA FAMILIAR (UMF) 68,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. ISRAEL CAVAZOS Y ESTADOS UNIDOS S/N S/N GUADALUPE, COL. RINCON DE LA SIERRA, GUADALUPE, C.P. 67192, NUEVO LE”N","https://maps.google.com/maps?q=25.6404,-100.196&z=15&iwloc=near&addr",8:00 - 20:00,(818) 127 0150
UNIDAD DE MEDICINA FAMILIAR (UMF) 70,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AVE. REFORMA 180 S/N ZUAZUA, COL. REAL DE PALMAS, ZUAZUA, C.P. 65760, NUEVO LE”N","https://maps.google.com/maps?q=25.8957,-100.167&z=15&iwloc=near&addr",8:00 - 16:00,(818) 880 82 60
SUBDELEGACI”N 01,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"ENF. MARIA DE JESUS CANDIA Y AV. LINCOLN† S/N S/N MONTERREY, COL. VALLE VERDE 2DO SECTOR, MONTERREY, C.P. 64360, NUEVO LE”N","https://maps.google.com/maps?q=25.7288,-100.369&z=15&iwloc=near&addr",8:00 - 16:00,(818) 399 43 00
SUBDELEGACI”N 02,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"MANUEL BARRAGAN Y REGINO VILLARREAL S/N S/N MONTERREY, COL. FERROCARRILERA, MONTERREY, C.P. 64250, NUEVO LE”N","https://maps.google.com/maps?q=25.7228,-100.317&z=15&iwloc=near&addr",8:00 - 16:00,(818) 150 49 30/ (818) 351 02 30
SUBDELEGACI”N 03,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. F…LIX U. G”MEZ Y AV. EZEQUIEL E. CH¡VEZ S/N S/N MONTERREY, COL. CENTRO, MONTERREY, C.P. 64010, NUEVO LE”N","https://maps.google.com/maps?q=25.6714,-100.298&z=15&iwloc=near&addr",8:00 - 16:00,(818) 047 61 30
SUBDELEGACI”N 04,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. MORONES PRIETO Y BAJA CALIFORNIA S/N S/N MONTERREY, COL. NUEVO REPUEBLO, MONTERREY, C.P. 64700, NUEVO LE”N","https://maps.google.com/maps?q=25.6614,-100.307&z=15&iwloc=near&addr",8:00 - 16:00,(818) 190 69 20
M”DULO DELEGACIONAL,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"PROF. GREGORIO TORRES QUEVEDO 1950 OTE S/N MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.6714,-100.297&z=15&iwloc=near&addr",8:00 - 16:00,(818) 150 31 32
UNIDAD DE MEDICINA FAMILIAR (UMF) 29,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. PABLO LIVAS 5501 S/N GUADALUPE, COL. ZERTUCHE, GUADALUPE, C.P. 67190, NUEVO LE”N","https://maps.google.com/maps?q=25.6627,-100.2&z=15&iwloc=near&addr",8:00 - 16:00,(818) 330 7022
UNIDAD DE MEDICINA FAMILIAR (UMF) 30,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. MARGARITA MAZA DE JU¡REZ Y LOS PINOS S/N S/N GUADALUPE, COL. CHULAVISTA, GUADALUPE, C.P. 67190, NUEVO LE”N","https://maps.google.com/maps?q=25.6754,-100.211&z=15&iwloc=near&addr",8:00 - 20:00,(818) 360 60 77
UMAE HOSPITAL DE TRAUMATOLOGÕA Y ORTOPEDÕA N∞ 21 NUEVO LE”N,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AVENIDA PINO SUAREZ S/N ENTRE 15 DE MAYO Y JUAN IGNACIO RAM”N S/N  MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.671907,-100.3196&z=15&iwloc=near&addr",8:00 -21:30 M”DULO ORDINARIO,(818) 150 31 90 EXT 41656
UNIDAD DE MEDICINA FISICA Y REHABILITACION NO.1 NUEVO LE”N,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AVENIDA CONSTITUCI”N Y FELIX U. G”MEZ S/N  MONTERREY, COL. CENTRO, MONTERREY, C.P. 64010, NUEVO LE”N","https://maps.google.com/maps?q=25.669893,-100.2967&z=15&iwloc=near&addr",8:00 -16:00 M”DULO DE URGENCIAS,(818) 150 31 32 EXT 41591
UMAE HOSPITAL DE GINECO OBSTETRICÕA N∞ 23 NUEVO LE”N,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AVENIDA CONSTITUCI”N ESQUINA CON AV. FELIX U. GOMEZ S/N  MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.669729,-100.2977&z=15&iwloc=near&addr",7:00 - 21:00 LUNES A DOMINGO,(818) 150 31 32 EXT. 41323
UMAE HOSPITAL DE CARDIOLOGÕA N∞ 34 NUEVO LE”N,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV ABRAHAM LINCON CRUZ ENF. MARIA DE JESUS CANDIA S/N  MONTERREY, COL. VALLE VERDE SEGUNDO SECTOR, MONTERREY, C.P. 64360, NUEVO LE”N","https://maps.google.com/maps?q=25.7287,-100.3706&z=15&iwloc=near&addr",8:00 - 21:30 M”DULO ORDINARIO,(818) 399 43 00 EXT. 40619
UMAE HOSPITAL DE CARDIOLOGÕA N∞ 34 NUEVO LE”N,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV ABRAHAM LINCON CRUZ ENF. MARIA DE JESUS CANDIA S/N  MONTERREY, COL. VALLE VERDE SEGUNDO SECTOR, MONTERREY, C.P. 64360, NUEVO LE”N","https://maps.google.com/maps?q=25.7287,-100.3706&z=15&iwloc=near&addr",8:00 - 20:00 M”DULO URGENCIAS,(818) 399 43 00 EXT. 40620
UMAE HOSPITAL DE ESPECIALIDADES N∞ 25 CMN NOROESTE NUEVO LE”N,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AVE. FIDEL VELAZQUEZ CRUZ CON AVE. LINCOLN S/N  MONTERREY, COL. NUEVA MORELOS, MONTERREY, C.P. 64180, NUEVO LE”N","https://maps.google.com/maps?q=25.716385,-100.3504&z=15&iwloc=near&addr",7:00 - 21:00,(818) 371 41 00
CSS MONTERREY 1,CENTRO DE SEGURIDAD SOCIAL,OTROS SERVICIOS,"AV. CONSTITUCI”N ESQ. PORFIRIO DÕAZ S/N S/N MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.667507,-100.328026&z=15&iwloc=near&addr",LUNES A VIERNES 8:00 A 19:00,81 83-40-46-54
CSS MONTERREY 2 (SN. NICOLAS DE LOS GARZA),CENTRO DE SEGURIDAD SOCIAL,OTROS SERVICIOS,"UNIVERSIDAD ENTRE REFORMA Y GONZALITOS 712 S/N SAN NICOLAS DE LOS GARZA, COL. CHAPULTEPEC, SAN NICOLAS DE LOS GARZA, C.P. 64450, NUEVO LE”N","https://maps.google.com/maps?q=25.745907,-100.300194&z=15&iwloc=near&addr",LUNES A VIERNES 8:00 A 19:00,81 83-76-26-13
